,upper_depth,lower_depth,elcosp,orgc,phaq,sand,tceq,temperature,precipitation,organic_matter,bulk_density,silt_plus_clay,landcover,geometry,spatial_lag,moran_i,dist_knn_km,knn_target_mean,dist_to_hotspot_km
3857,12,30,0.1,5.0,9.0,77.0,213.0,16.67577553,147.1418762,8.62,1.1028000000000002,23.0,10.0,POINT (-109.50243 27.243177),7.0,0.3905545374519673,31.16486139347331,7.0,287.177977480455
3858,0,10,0.2,73.0,7.5,51.741030844155844,46.3192068429238,16.67577553,147.1418762,125.852,-5.93112,0.0,9.0,POINT (-109.22274 27.089602),11.125,-1.0969876150517641,54.566243583113014,13.2,239.85061651986436
3859,10,24,0.1,27.0,7.7,42.0,46.3192068429238,16.67577553,147.1418762,46.548,-1.1728799999999997,58.0,9.0,POINT (-109.22274 27.089602),16.875,0.11103403145808954,54.566243583113014,13.2,239.85061651986436
3860,0,15,0.1,6.0,8.2,70.0,46.3192068429238,16.67577553,147.1418762,10.344,0.9993600000000001,30.0,9.0,POINT (-109.15657 27.099022),18.75,-0.1655711199408638,62.49154232347707,24.2,234.58244906832866
3861,0,17,0.0,8.0,5.2,49.0,0.0,16.67577553,147.1418762,13.792,0.7924800000000002,51.0,7.0,POINT (-105.250336 22.466043),15.999999999999998,-0.034648640237872445,97.11691372443511,14.8,91.6370943052315
3862,0,26,2.0,14.0,8.1,46.0,46.3192068429238,16.67577553,147.1418762,24.136,0.17184000000000021,54.0,7.0,POINT (-100.10747 24.055637),21.142857142857142,-0.029751826243369053,86.39533397740735,20.6,15.890002355639755
3863,0,16,2.0,19.0,8.2,60.0,46.3192068429238,16.67577553,147.1418762,32.756,-0.3453599999999999,40.0,7.0,POINT (-100.0794 24.196224),29.14285714285714,0.278117975928433,64.68178865016044,26.0,0.0
3864,16,27,2.5,9.0,8.3,78.0,279.0,16.67577553,147.1418762,15.516,0.6890400000000001,22.0,7.0,POINT (-100.0794 24.196224),30.57142857142857,-0.4568296490872709,64.68178865016044,26.0,0.0
3865,0,16,0.1,5.0,5.6,88.0,0.0,16.67577553,147.1418762,8.62,1.1028000000000002,12.0,10.0,POINT (-95.65301 18.731808),40.625,-1.2536327583426887,177.46572129301794,49.2,0.0
3866,0,19,0.1,3.0,7.0,60.0,0.0,16.67577553,147.1418762,5.172,1.3096800000000002,40.0,10.0,POINT (-95.5084 16.43234),10.14285714285714,0.28431190381199617,60.997977008411056,18.0,125.94092254403627
3867,0,15,0.4,31.0,4.8,28.0,0.0,16.67577553,147.1418762,53.444,-1.58664,72.0,2.0,POINT (-92.62577 16.689566),16.153846153846153,0.09146751602555962,104.7275100975812,25.8,20.81526710259739
3868,0,25,0.1,36.0,7.0,22.0,0.0,16.67577553,147.1418762,62.064,-2.10384,78.0,8.0,POINT (-92.53133 14.853713),12.333333333333332,-0.2730265359640483,64.55088725208324,25.2,5.146291031076684
3869,0,13,3.7,11.0,8.2,81.0,46.3192068429238,16.67577553,147.1418762,18.964,0.48216000000000014,19.0,17.0,POINT (-92.477936 18.636969),30.337500000000002,-0.29966005933363504,68.8591664995931,33.54,0.0
3870,13,28,0.0,9.0,8.5,78.0,46.3192068429238,16.67577553,147.1418762,15.516,0.6890400000000001,22.0,17.0,POINT (-92.477936 18.636969),30.587500000000002,-0.4573007592783929,68.8591664995931,33.54,0.0
3871,0,15,0.4,22.0,5.4,52.0,0.0,16.67577553,147.1418762,37.928,-0.6556799999999998,48.0,2.0,POINT (-92.43549 16.732338),30.28571428571428,0.5252796203502959,71.2930929595523,35.4,0.0
3872,0,30,0.1,5.0,6.6,82.0,0.0,16.67577553,147.1418762,8.62,1.1028000000000002,18.0,2.0,POINT (-90.77003 16.61971),24.5,-0.46515632281290953,83.14756096197883,28.8,98.95947585793576
3873,0,20,0.7,44.0,7.3,24.0,46.3192068429238,16.67577553,147.1418762,75.856,-2.9313599999999997,76.0,2.0,POINT (-89.42104 18.034304),23.75,1.244748181005767,48.497921184344484,29.4,3.606395170342699
3874,0,12,0.1,4.0,8.5,78.0,46.3192068429238,16.67577553,147.1418762,6.896,1.2062400000000002,22.0,9.0,POINT (-109.34217 27.07468),22.999999999999996,-0.4310409961861763,75.60814292098388,25.8,249.63225923348548
3875,0,10,0.0,9.0,6.5,72.0,0.0,16.67577553,147.1418762,15.516,0.6890400000000001,28.0,9.0,POINT (-109.00682 27.04798),7.25,0.2268035838074789,39.68485503522762,6.4,218.8691855846587
3876,10,30,0.0,6.0,6.2,78.0,0.0,16.67577553,147.1418762,10.344,0.9993600000000001,22.0,9.0,POINT (-109.00682 27.04798),7.625,0.3239478296450627,39.68485503522762,6.4,218.8691855846587
3877,0,10,0.1,8.0,8.0,58.0,46.3192068429238,16.67577553,147.1418762,13.792,0.7924800000000002,42.0,9.0,POINT (-108.96031 27.115902),6.857142857142856,0.27812469108358834,24.318481899568642,6.8,218.7583110794375
3878,10,16,0.1,5.0,8.5,78.0,66.0,16.67577553,147.1418762,8.62,1.1028000000000002,22.0,9.0,POINT (-108.96031 27.115902),7.285714285714285,0.3765837478966224,24.318481899568642,6.8,218.7583110794375
3879,16,25,0.1,4.0,8.6,74.0,81.0,16.67577553,147.1418762,6.896,1.2062400000000002,26.0,9.0,POINT (-108.96031 27.115902),7.428571428571428,0.40660568486660087,24.318481899568642,6.8,218.7583110794375
3880,0,10,0.1,14.0,5.3,82.0,0.0,16.67577553,147.1418762,24.136,0.17184000000000021,18.0,9.0,POINT (-95.985115 18.946367),28.833333333333332,-0.0669216084371324,204.50087086217573,34.2,32.88490392945666
3881,0,15,0.5,11.0,7.3,52.0,46.3192068429238,16.67577553,147.1418762,18.964,0.48216000000000014,48.0,8.0,POINT (-92.5694 16.944008),16.599999999999998,-0.03148478860406429,66.56834151986253,20.8,27.51520311002593
3882,15,25,0.1,4.0,5.3,50.0,0.0,16.67577553,147.1418762,6.896,1.2062400000000002,50.0,8.0,POINT (-92.5694 16.944008),17.066666666666663,-0.1118643097666777,66.56834151986253,20.8,27.51520311002593
3883,0,25,0.1,27.0,7.1,29.0,46.3192068429238,16.67577553,147.1418762,46.548,-1.1728799999999997,71.0,9.0,POINT (-92.44349 14.898545),14.999999999999998,0.0007548583717314645,62.400744868988035,15.8,14.536332484817173
3884,0,8,2.1,20.0,8.4,71.0,120.0,16.67577553,147.1418762,34.48,-0.4487999999999994,29.0,17.0,POINT (-92.2555 18.666586),26.706249999999997,0.2876231064199671,102.50755756038335,21.78,23.665031420535247
3885,8,20,1.5,5.0,8.5,75.0,140.0,16.67577553,147.1418762,8.62,1.1028000000000002,25.0,17.0,POINT (-92.2555 18.666586),27.643749999999997,-0.6188786666390641,102.50755756038335,21.78,23.665031420535247
3886,0,15,0.3,40.0,6.4,38.0,0.0,16.67577553,147.1418762,68.96,-2.517599999999999,62.0,9.0,POINT (-90.846306 16.685925),21.75,0.8282060456975907,83.11023701230638,21.8,88.10920408398604
3887,0,23,0.1,9.0,8.8,52.0,42.0,16.67577553,147.1418762,15.516,0.6890400000000001,48.0,10.0,POINT (-109.8337 27.55428),6.75,0.2414603453090509,81.24660242695855,4.8,268.66262742107176
3888,0,20,0.1,14.0,5.8,21.0,0.0,16.67577553,147.1418762,24.136,0.17184000000000021,79.0,8.0,POINT (-92.34448 14.971684),20.428571428571427,-0.026299524491626328,53.88979557915463,15.4,17.87871882575143
3889,0,25,0.2,18.0,6.4,40.0,0.0,16.67577553,147.1418762,31.032,-0.2419199999999999,60.0,8.0,POINT (-90.91772 16.801138),26.125,0.16429439457029618,86.93094032895252,29.2,74.99827134891301
3890,0,9,0.1,9.0,6.1,60.0,0.0,16.67577553,147.1418762,15.516,0.6890400000000001,40.0,2.0,POINT (-92.930504 16.6604),9.100000000000001,0.17257356625166265,62.398949889107826,7.6,53.32589419076801
3891,9,20,0.1,9.0,6.0,41.0,0.0,16.67577553,147.1418762,15.516,0.6890400000000001,59.0,2.0,POINT (-92.930504 16.6604),9.100000000000001,0.17257356625166265,62.398949889107826,7.6,53.32589419076801
3892,20,30,0.1,2.0,6.0,39.0,0.0,16.67577553,147.1418762,3.448,1.4131200000000002,61.0,2.0,POINT (-92.930504 16.6604),9.800000000000002,0.3298308245546809,62.398949889107826,7.6,53.32589419076801
3893,0,12,0.2,13.0,8.0,35.0,46.3192068429238,16.67577553,147.1418762,22.412,0.2752800000000002,65.0,2.0,POINT (-92.82494 16.488182),11.0,0.038792261414239936,80.3175200748775,7.4,49.589662783834555
3894,12,22,0.2,10.0,8.2,35.0,46.3192068429238,16.67577553,147.1418762,17.24,0.5856000000000003,65.0,2.0,POINT (-92.82494 16.488182),11.25,0.09125210403957602,80.3175200748775,7.4,49.589662783834555
3895,0,19,0.1,16.0,5.4,34.0,0.0,16.67577553,147.1418762,27.584,-0.03503999999999974,66.0,9.0,POINT (-92.65751 15.392049),28.020000000000003,0.0646284930743211,126.02552176611627,26.839999999999996,23.76321049170657
3896,0,17,0.1,7.0,8.1,78.0,46.3192068429238,16.67577553,147.1418762,12.068,0.8959200000000002,22.0,9.0,POINT (-108.84952 27.197475),8.5,0.2536847861699777,66.09137404446695,7.4,214.65687062746932
3897,0,15,0.1,12.0,7.9,64.0,46.3192068429238,16.67577553,147.1418762,20.688,0.37872000000000017,36.0,9.0,POINT (-108.7406 27.23868),13.14285714285714,0.026973644184127676,35.35632387313506,11.6,208.7874447437004
3898,15,29,0.1,8.0,7.7,64.0,46.3192068429238,16.67577553,147.1418762,13.792,0.7924800000000002,36.0,9.0,POINT (-108.7406 27.23868),13.714285714285714,0.043544692592492766,35.35632387313506,11.6,208.7874447437004
3899,0,14,1.0,66.0,7.2,20.0,46.3192068429238,16.67577553,147.1418762,113.78399999999999,-5.207039999999999,80.0,10.0,POINT (-95.95322 18.70674),19.400000000000002,1.1021579014315563,138.87881107018546,19.4,7.945719696417625
3900,0,26,0.0,5.0,5.6,18.0,0.0,16.67577553,147.1418762,8.62,1.1028000000000002,82.0,9.0,POINT (-95.78141 16.632767),16.07692307692308,-0.05328669996014465,140.40918455794682,14.0,136.79204945123558
3901,0,7,0.3,34.0,6.1,10.0,0.0,16.67577553,147.1418762,58.616,-1.8969599999999995,90.0,2.0,POINT (-92.72698 15.151389),29.577777777777776,1.3582106045589075,43.35636926234359,38.04,0.0
3902,7,25,0.1,0.0,6.3,66.0,0.0,16.67577553,147.1418762,0.0,1.62,34.0,2.0,POINT (-92.72698 15.151389),33.355555555555554,-1.3478368885947243,43.35636926234359,38.04,0.0
3903,0,23,0.0,5.0,6.2,26.0,0.0,16.67577553,147.1418762,8.62,1.1028000000000002,74.0,9.0,POINT (-92.57287 15.138942),20.0,-0.24511638731622687,81.09949887330603,20.8,16.59888162619411
3905,0,18,0.0,18.0,5.6,50.0,0.0,16.67577553,147.1418762,31.032,-0.2419199999999999,50.0,2.0,POINT (-91.345474 16.934559),28.6,0.20080316409090185,52.13319262688162,28.6,29.155084362789843
3907,0,16,0.1,5.0,8.4,78.0,70.0,16.67577553,147.1418762,8.62,1.1028000000000002,22.0,12.0,POINT (-109.34777 27.506914),7.571428571428571,0.36261295834127744,112.67550378409311,10.2,254.4885474210102
3908,0,18,0.1,14.0,7.9,54.0,46.3192068429238,16.67577553,147.1418762,24.136,0.17184000000000021,46.0,9.0,POINT (-109.113625 27.518864),11.11111111111111,0.01873383391443989,80.7111301237171,11.6,239.9303449953879
3909,0,16,0.0,9.0,7.3,64.0,46.3192068429238,16.67577553,147.1418762,15.516,0.6890400000000001,36.0,12.0,POINT (-109.08751 27.397474),17.800000000000004,-0.08245408387568968,73.07697554506578,12.4,251.37964127568785
3910,16,30,0.0,8.0,7.8,52.0,46.3192068429238,16.67577553,147.1418762,13.792,0.7924800000000002,48.0,12.0,POINT (-109.08751 27.397474),17.900000000000002,-0.09964684815311346,73.07697554506578,12.4,251.37964127568785
3911,0,23,0.1,19.0,6.3,60.0,0.0,16.67577553,147.1418762,32.756,-0.3453599999999999,40.0,9.0,POINT (-109.0015 27.448458),12.5,-0.04886553813553735,65.69190431730134,13.8,243.0198416474577
3912,0,17,0.1,14.0,8.1,50.0,46.3192068429238,16.67577553,147.1418762,24.136,0.17184000000000021,50.0,9.0,POINT (-108.8668 27.381874),13.454545454545453,0.007407494429934465,63.581508129173564,19.6,228.4855423821889
3913,0,11,4.1,43.0,5.9,8.0,0.0,16.67577553,147.1418762,74.132,-2.8279199999999998,92.0,10.0,POINT (-95.89293 18.663794),33.0,2.4705056342445415,131.8963854752687,30.0,0.0
3914,0,8,0.1,53.0,5.6,60.0,0.0,16.67577553,147.1418762,91.372,-3.8623199999999995,40.0,2.0,POINT (-92.874344 15.562878),22.23076923076923,1.3481296723371057,105.0588906719484,10.0,18.613925383442044
3915,0,25,0.2,21.0,7.2,28.0,46.3192068429238,16.67577553,147.1418762,36.204,-0.5522399999999998,72.0,2.0,POINT (-89.39187 18.117409),28.999999999999996,0.41252660888516884,63.12568013196785,25.2,11.747529441577385
3916,0,20,0.1,6.0,5.5,46.0,0.0,16.67577553,147.1418762,10.344,0.9993600000000001,54.0,9.0,POINT (-108.99679 27.165886),7.6000000000000005,0.3250478722284019,46.17814328036149,6.4,224.7732627427982
3917,0,10,0.1,24.0,7.7,22.0,46.3192068429238,16.67577553,147.1418762,41.376,-0.8625599999999998,78.0,9.0,POINT (-108.850334 27.512102),17.1,0.09323384056146221,44.45372154285112,17.6,231.43009536412148
3918,10,29,0.1,6.0,7.6,22.0,46.3192068429238,16.67577553,147.1418762,10.344,0.9993600000000001,78.0,9.0,POINT (-108.850334 27.512102),18.900000000000002,-0.17217137544089875,44.45372154285112,17.6,231.43009536412148
3919,0,8,0.1,30.0,7.1,76.0,46.3192068429238,16.67577553,147.1418762,51.72,-1.4831999999999996,24.0,9.0,POINT (-108.82071 27.458002),11.777777777777777,-0.23590201087567525,40.85641908020874,18.6,236.30833556124657
3920,8,19,0.1,19.0,7.1,44.0,46.3192068429238,16.67577553,147.1418762,32.756,-0.3453599999999999,56.0,9.0,POINT (-108.82071 27.458002),12.999999999999998,-0.03904199908640518,40.85641908020874,18.6,236.30833556124657
3921,0,24,0.2,37.0,7.6,16.0,46.3192068429238,16.67577553,147.1418762,63.788,-2.2072799999999995,84.0,10.0,POINT (-95.80662 18.345938),27.999999999999996,1.4024733159991305,107.29894339691336,22.0,10.37008892779322
3922,0,15,0.9,41.0,5.4,18.0,0.0,16.67577553,147.1418762,70.684,-2.62104,82.0,9.0,POINT (-93.08393 15.405024),27.299999999999997,1.5681675119923042,57.54540257227883,22.4,17.36040991223223
3923,15,22,0.7,49.0,4.8,26.0,0.0,16.67577553,147.1418762,84.476,-3.4485599999999996,74.0,9.0,POINT (-93.08393 15.405024),26.5,1.917219422969778,57.54540257227883,22.4,17.36040991223223
3924,0,12,0.3,23.0,5.7,11.0,0.0,16.67577553,147.1418762,39.652,-0.7591199999999998,89.0,10.0,POINT (-92.43216 16.519009),23.75,0.3437775449556691,104.74041470645508,27.8,23.72378851115424
3925,12,21,0.1,12.0,6.3,11.0,0.0,16.67577553,147.1418762,20.688,0.37872000000000017,5.0,10.0,POINT (-92.43216 16.519009),25.125,-0.14826930105508848,104.74041470645508,27.8,23.72378851115424
3926,0,15,0.4,28.0,7.7,48.0,46.3192068429238,16.67577553,147.1418762,48.272,-1.2763199999999997,52.0,2.0,POINT (-89.3659 17.993305),29.333333333333332,0.9140175696460541,60.86963252299016,32.6,0.0
3927,0,11,0.1,28.0,6.7,52.0,0.0,16.67577553,147.1418762,48.272,-1.2763199999999997,48.0,9.0,POINT (-108.639885 27.24404),13.444444444444443,-0.09828926699872798,39.01607019881977,13.2,201.45042728473553
3928,11,25,0.0,8.0,6.9,52.0,0.0,16.67577553,147.1418762,13.792,0.7924800000000002,48.0,9.0,POINT (-108.639885 27.24404),15.666666666666664,-0.023245445866777514,39.01607019881977,13.2,201.45042728473553
3929,0,8,0.1,5.0,7.1,60.0,46.3192068429238,16.67577553,147.1418762,8.62,1.1028000000000002,40.0,9.0,POINT (-108.512695 27.393337),21.125,-0.3001263711903976,83.14140531672305,14.4,203.64061084505116
3930,0,20,0.1,18.0,7.6,54.0,46.3192068429238,16.67577553,147.1418762,31.032,-0.2419199999999999,46.0,9.0,POINT (-108.42888 27.387224),11.30769230769231,-0.05427597773449506,106.84332531781916,11.8,197.49223405793995
3931,0,23,0.1,28.0,7.2,44.0,46.3192068429238,16.67577553,147.1418762,48.272,-1.2763199999999997,56.0,10.0,POINT (-95.87734 18.410694),32.714285714285715,1.1294235199011375,123.99488959207078,25.8,0.0
3932,0,22,0.1,14.0,5.9,48.0,0.0,16.67577553,147.1418762,24.136,0.17184000000000021,52.0,10.0,POINT (-92.92487 15.375747),37.275,-0.10772206130647853,66.97023274079646,31.6,0.0
3933,0,27,0.3,8.0,7.6,23.0,46.3192068429238,16.67577553,147.1418762,13.792,0.7924800000000002,77.0,2.0,POINT (-89.340706 18.243202),35.57142857142858,-0.7041790525978744,94.49037777893327,30.6,0.0
3934,0,13,0.0,15.0,6.2,42.0,0.0,16.67577553,147.1418762,25.86,0.06840000000000024,58.0,9.0,POINT (-108.56636 27.338339),15.857142857142856,5.4667328777403973e-05,65.35528162406884,12.4,203.06888219751002
3935,0,14,0.0,1.0,5.5,98.0,0.0,16.67577553,147.1418762,1.724,1.5165600000000001,2.0,2.0,POINT (-93.18515 17.367722),20.19090909090909,-0.3563627772550264,76.46265189231531,16.02,66.25363617846975
3936,0,12,0.1,20.0,6.2,50.0,0.0,16.67577553,147.1418762,34.48,-0.4487999999999994,50.0,14.0,POINT (-92.64025 17.578964),19.68,0.1151768815831605,76.10284026991606,21.0,55.4499614800963
3937,12,30,0.0,9.0,6.3,30.0,0.0,16.67577553,147.1418762,15.516,0.6890400000000001,70.0,14.0,POINT (-92.64025 17.578964),20.78,-0.16980838242505866,76.10284026991606,21.0,55.4499614800963
3938,0,21,0.1,4.0,7.4,74.0,46.3192068429238,16.67577553,147.1418762,6.896,1.2062400000000002,26.0,10.0,POINT (-109.75637 27.746935),6.625,0.44983286450808585,60.01273213852686,6.0,246.2114626882882
3939,0,14,0.1,4.0,8.5,48.0,46.3192068429238,16.67577553,147.1418762,6.896,1.2062400000000002,52.0,10.0,POINT (-109.537834 27.77563),8.625,0.34224521740038966,51.150897215752494,7.2,233.59287690081263
3940,14,26,0.1,3.0,8.6,50.0,46.3192068429238,16.67577553,147.1418762,5.172,1.3096800000000002,50.0,10.0,POINT (-109.537834 27.77563),8.75,0.3660585274868378,51.150897215752494,7.2,233.59287690081263
3941,0,17,0.3,6.0,6.4,56.0,0.0,16.67577553,147.1418762,10.344,0.9993600000000001,44.0,10.0,POINT (-109.45482 27.84228),9.7,0.23264429522791238,43.100023707166656,5.8,223.46848129795654
3942,17,29,0.1,6.0,7.7,44.0,46.3192068429238,16.67577553,147.1418762,10.344,0.9993600000000001,56.0,10.0,POINT (-109.45482 27.84228),9.7,0.23264429522791238,43.100023707166656,5.8,223.46848129795654
3943,0,16,0.1,12.0,7.1,50.0,46.3192068429238,16.67577553,147.1418762,20.688,0.37872000000000017,50.0,9.0,POINT (-109.26433 27.637127),9.0,0.08756434954254519,70.27023417835636,9.0,238.1765505771163
3944,16,30,0.1,10.0,7.3,48.0,46.3192068429238,16.67577553,147.1418762,17.24,0.5856000000000003,52.0,9.0,POINT (-109.26433 27.637127),9.4,0.13642441039163183,70.27023417835636,9.0,238.1765505771163
3946,11,19,0.0,17.0,8.2,40.0,46.3192068429238,16.67577553,147.1418762,29.308,-0.13847999999999971,60.0,2.0,POINT (-90.426956 20.215113),29.100000000000005,0.1390813878742769,90.3783673795316,24.8,0.0
3947,19,27,0.0,8.0,8.2,55.0,46.3192068429238,16.67577553,147.1418762,13.792,0.7924800000000002,45.0,2.0,POINT (-90.426956 20.215113),30.000000000000004,-0.5135828038238591,90.3783673795316,24.8,0.0
3948,0,12,0.0,43.0,8.0,86.0,46.3192068429238,16.67577553,147.1418762,74.132,-2.8279199999999998,14.0,2.0,POINT (-90.41689 20.61543),52.785714285714285,5.1841662232042145,59.927580670634825,40.4,0.0
3949,12,21,0.0,41.0,7.9,38.0,46.3192068429238,16.67577553,147.1418762,70.684,-2.62104,62.0,2.0,POINT (-90.41689 20.61543),52.92857142857142,4.832232633925509,59.927580670634825,40.4,0.0
3950,0,15,0.1,7.0,8.6,46.0,242.0,16.9322319,175.6390991,12.068,0.8959200000000002,54.0,9.0,POINT (-109.285995 27.749363),17.000000000000004,-0.07871318122913987,65.67828043833028,8.8,227.0020843844521
3951,0,15,4.1,11.0,8.1,15.0,46.3192068429238,16.9322319,175.6390991,18.964,0.48216000000000014,85.0,10.0,POINT (-101.969475 24.837528),14.857142857142858,0.002538227674638551,89.52076718772676,15.8,140.0423142857967
3952,0,17,0.4,28.0,8.2,40.0,46.3192068429238,16.9322319,175.6390991,48.272,-1.2763199999999997,60.0,7.0,POINT (-101.63139 24.76912),16.833333333333332,0.11762233102690736,78.61105649338195,16.8,105.08879959673554
3953,0,30,0.1,17.0,6.4,61.0,0.0,16.9322319,175.6390991,29.308,-0.13847999999999971,39.0,8.0,POINT (-92.64656 17.675032),19.257142857142856,0.042080445332419024,78.99637671001119,19.4,63.0834820201981
3954,0,23,0.2,18.0,8.0,29.0,46.3192068429238,16.9322319,175.6390991,31.032,-0.2419199999999999,71.0,9.0,POINT (-92.06913 17.868296),13.9,-0.01603680033451341,123.761320799124,13.3,68.6234935789826
3955,0,19,0.1,14.0,6.9,15.0,0.0,16.9322319,175.6390991,24.136,0.17184000000000021,85.0,2.0,POINT (-88.69431 18.835579),34.666666666666664,-0.09511540607636466,151.73171752670413,27.8,0.0
3956,0,10,0.0,20.0,8.0,34.0,138.0,16.9322319,175.6390991,34.48,-0.4487999999999994,66.0,10.0,POINT (-101.22481 24.044111),12.777777777777779,-0.05422531236196475,47.923177642253926,15.2,86.3890285176293
3957,10,30,0.2,15.0,8.4,32.0,46.3192068429238,16.9322319,175.6390991,25.86,0.06840000000000024,68.0,10.0,POINT (-101.22481 24.044111),13.333333333333332,-0.00010392295018228562,47.923177642253926,15.2,86.3890285176293
3958,0,16,0.1,21.0,4.1,36.0,0.0,16.9322319,175.6390991,36.204,-0.5522399999999998,64.0,10.0,POINT (-95.9312 18.017254),17.699999999999996,0.07986366788559954,81.52350661950184,21.2,30.48285668102944
3959,0,21,0.3,48.0,7.9,42.0,46.3192068429238,16.9322319,175.6390991,82.752,-3.3451199999999996,58.0,2.0,POINT (-89.11429 18.712402),25.5,1.6992190727531087,142.16190347246453,25.0,25.001256322772896
3960,0,22,0.2,33.0,3.9,54.0,0.0,16.9322319,175.6390991,56.891999999999996,-1.7935199999999996,46.0,10.0,POINT (-95.78551 18.102177),18.5,0.309803603058763,82.69908177853048,19.0,13.425029299694925
3961,0,23,0.1,25.0,4.4,58.0,0.0,16.9322319,175.6390991,43.1,-0.9659999999999997,42.0,10.0,POINT (-95.83411 18.016003),22.0,0.3437932543700943,76.27414657177489,22.8,24.296953361971273
3962,0,14,0.4,36.0,7.8,18.0,46.3192068429238,16.9322319,175.6390991,62.064,-2.10384,82.0,2.0,POINT (-88.40307 18.963585),30.499999999999993,1.5959619468362447,136.0410318379092,31.0,0.0
3963,0,12,0.2,22.0,5.3,48.0,0.0,16.9322319,175.6390991,37.928,-0.6556799999999998,52.0,7.0,POINT (-99.975075 25.0992),18.833333333333332,0.13205916072652582,75.70095339090868,17.6,17.951497935430908
3964,0,18,0.1,12.0,8.3,22.0,46.3192068429238,16.9322319,175.6390991,20.688,0.37872000000000017,78.0,7.0,POINT (-99.92446 25.224754),19.333333333333332,-0.06356419140891001,84.91923831943636,20.6,25.781554803887065
3965,0,15,0.1,13.0,5.9,26.0,0.0,16.9322319,175.6390991,22.412,0.2752800000000002,74.0,10.0,POINT (-95.72369 18.207657),34.33333333333333,-0.18822433171264166,103.56283451145053,25.4,0.0
3966,0,8,0.2,34.0,5.9,20.0,0.0,16.9322319,175.6390991,58.616,-1.8969599999999995,80.0,2.0,POINT (-89.0632 18.031963),30.499999999999996,1.4440584081064771,77.31714961129045,31.0,0.0
3967,8,21,0.1,7.0,6.7,42.0,0.0,16.9322319,175.6390991,12.068,0.8959200000000002,58.0,2.0,POINT (-89.0632 18.031963),34.99999999999999,-0.7826147592508006,77.31714961129045,31.0,0.0
3968,0,6,0.1,9.0,8.4,64.0,46.3192068429238,16.9322319,175.6390991,15.516,0.6890400000000001,36.0,10.0,POINT (-99.86207 25.107864),14.0,0.0289373035362573,75.74941064586659,13.0,29.224822211833107
3969,0,16,0.0,14.0,4.4,56.0,0.0,16.9322319,175.6390991,24.136,0.17184000000000021,44.0,10.0,POINT (-95.52324 18.10554),24.928571428571427,-0.04804902552760549,125.28497462594089,19.4,24.03110852751582
3970,0,12,0.4,34.0,6.8,26.0,0.0,16.9322319,175.6390991,58.616,-1.8969599999999995,74.0,2.0,POINT (-88.80181 18.610226),26.2,1.0437800951798575,133.9759379725884,26.2,17.676605511872797
3971,0,29,0.1,14.0,8.0,34.0,46.3192068429238,16.9322319,175.6390991,24.136,0.17184000000000021,66.0,10.0,POINT (-99.9828 25.412495),23.142857142857142,-0.03941827114824868,68.39976530699766,24.8,23.6939197339239
3972,0,29,0.3,17.0,8.0,24.0,46.3192068429238,16.9322319,175.6390991,29.308,-0.13847999999999971,76.0,2.0,POINT (-88.5937 18.517488),27.6,0.12429895105730293,154.47455036104637,24.4,27.170042423402993
3973,0,24,0.1,13.0,8.7,28.0,46.3192068429238,16.9322319,175.6390991,22.412,0.2752800000000002,72.0,10.0,POINT (-99.88425 25.782686),19.6,-0.04487956862395357,88.20916783112261,17.4,41.57346274637412
3974,0,16,0.1,15.0,8.8,64.0,488.0,16.9322319,175.6390991,25.86,0.06840000000000024,36.0,7.0,POINT (-101.74032 24.663313),20.0,0.0003149947678244416,84.73664607339693,21.4,114.44501994194798
3975,0,24,0.1,16.0,8.6,56.0,46.3192068429238,16.9322319,175.6390991,27.584,-0.03503999999999974,44.0,7.0,POINT (-101.714806 24.589739),20.285714285714285,0.026274960909898677,89.18897124211254,23.0,111.55853584077131
3976,0,22,0.2,14.0,8.7,63.0,526.0,16.9322319,175.6390991,24.136,0.17184000000000021,37.0,10.0,POINT (-101.59041 24.552399),19.857142857142858,-0.02353768309023215,95.78413904167249,16.8,99.05478280622094
3977,0,5,0.2,51.0,7.9,41.0,46.3192068429238,16.9322319,175.6390991,87.92399999999999,-3.6554399999999996,59.0,8.0,POINT (-92.070496 17.458572),22.836363636363632,1.3839784476004497,66.16462963042666,13.84,26.88806308110566
3978,5,22,0.1,17.0,8.2,30.0,46.3192068429238,16.9322319,175.6390991,29.308,-0.13847999999999971,70.0,8.0,POINT (-92.070496 17.458572),25.927272727272722,0.10781429424322285,66.16462963042666,13.84,26.88806308110566
3979,0,18,0.2,29.0,7.0,34.0,0.0,16.9322319,175.6390991,49.996,-1.37976,66.0,2.0,POINT (-89.30595 18.940416),27.5,0.8584765236830407,129.65587821085643,27.2,10.577661316977407
3980,0,22,0.1,14.0,8.7,40.0,131.0,16.9322319,175.6390991,24.136,0.17184000000000021,60.0,10.0,POINT (-99.85401 25.729486),17.333333333333332,-0.011339550234074514,102.27567106789604,17.2,40.57562227672552
3981,0,13,0.2,28.0,7.2,6.0,46.3192068429238,16.9322319,175.6390991,48.272,-1.2763199999999997,94.0,2.0,POINT (-88.046326 18.979284),50.2,2.2434666879809497,52.82544052641888,51.2,0.0
3982,0,12,0.6,10.0,8.7,48.0,308.0,16.9322319,175.6390991,17.24,0.5856000000000003,52.0,17.0,POINT (-99.47324 25.552134),10.399999999999999,0.1120069474986287,137.34413910895617,9.4,72.94523142337425
